query_id,answer
0LomaIFLTgO5AAX9,6861cbb5c631c869 0222bb4c05032627 22e3649e1b63e34f f6dee57f77558097 d83e8501e971c015 8ef7ccb489a17e30 d0e4506880817657 29eab5c89565c182 e0afec1ec2722852 d15feb874813bcc5 3290b415b83bc569 8d348b9df58e56f6 0dc9665700018e7f 9655ad5d41266a0d 1a8caac0667f989e 8e59d09cda83c05e 0d785d70cfec269d 8833cca1d9da088e 2e507a4b0f13d4da 50207dd46f67137a 3e44d8ea6122c378 9a3d7a7e9ac63288 33af644689b1d621 8f62d3b5ad0e72ea 6c21da84212f1f70 28ea7e7948eed645 f45f1e3ef36dceb3 1b80658798e4d9d2 016d861f2825cc40 b5b27d533c082179 9283cff74607813b b7a81e2a0fe8c5fe 15adc305940dee9c 1e129a62571aad21 edd8211c0aac76fb 68bd13067eb46e4a 7198622c905cfa2f 8bc642dac28a47a5 d753081a0d6310ec a012d76060eb47b6 2809c8b900941eb2 df0b45227c951b7c fb3d9c5c65bf762a ff3ad146d48f15a7 5ab7bed165ff25ff 97b5b508486267ab 1d0eda9f8b87b7af db15543c9b682268 41e99dc8b1e02f6e e1bfd544133196c9
0Mflm159FSXnIMGN,70b975c26706648c d92fa9fcf2785778 b9ff53d7ed37bfa4 2f186579cf013cbb e1539036194e8ff4 6104666de0b4ba3d 74e1906922f0df53 7e51c67d5debd8f4 636b7b55919f6fd4 09f0d1660be447a4 497dac996b711a4d 5b19ee9105f587e4 c7e4f73b8b954d38 3253bef3209edfd2 2befc56e7db93bfa 01d993f869b69521 28062f6bb0aa1998 fb65cd8599a72b9a 7c9a747ffb27eca6 f5813ff7abae17f5 c2e9caa83f4d67af c8091835864ad53a d06466b628a824be 53887da24b0309b1 cb8b303882f52a06 57183a81529c0d35 2f41fd51b45203eb cdd0422cffb53a5c f9c7961cef0a1f5e 4104e3db6124a027 56657642a12fcfbb 0aec15b185d8f193 951de776de56c518 28ddaea6371a3c9a 6d9aa63dfdfdc6c5 a994947ce7f6ae96 6aaa7764fba50310 b7b71762aa56832a f1d111dc0a54a716 11ffa3fc4c3151cf 0df95a2f6e783aa3 137708ca93789f0e de5f43f52cea02fa 63a0690bb0a10044 a21fdc527a100642 d7e8742efcedeff0 a0c986d06009c405 16266b0b7c332527 dd93bec048ab3bb6 fc44989ba302cf1b
0NM1zN0GFc1EMWmS,fa55e79ccfaa08f7 6b9790ddf18fdd18 f293790e0fc7498e 6cfb08716abeed58 b055b68db4a16a0f 45751ba9f5ef2a7b 61d0c4ed21e4cc5a 3b53a7ed81399fad 6ff8491ea4490c77 81245782143e2996 9dc3bd80978fa795 711a39c20122c4f1 450c596dd19a090f b4b2f1c719823568 27bf184a8d37de6d 6f7c374c8c8257e6 de62708faf082815 a1eb37b90d1f9e93 09eedecfe986f358 30f696ddca06d493 a2590b48209b48ee 129210280f49835a e1e7742444e5e147 97aca733c3d9c6c3 1d6afb6ce81a9ee4 fb02c86f97e162b8 ad875a13f9cac429 21eb972010552ed5 f53623a46636d9c4 fe77dd92bdcfa909 68f0e1ce814dc63c c685995707448700 8f913e791f9bc857 819fe7647608dfd8 1fe315c5b18107b4 e865d67765c25277 a0238e60537ff24a 6a97ccb119def38a 9da456436ff9ecbe 98470b1363922254 27751d4b073f562f 23081c8bc29847dc 1506f0fe3352fd6a 4382906f52eed217 d5db24cb6402e2fd 8c8c219b598fb152 261782bb3f5dda20 7268c1e0b28d3498 bc299b3c59626681 27872633d122f5e8
0OKxncUz7g1LNp5a,9fba4f644467f967 5783f507aac10833 e1ac322f8510547b bf2496e6ac80a827 26627129cb663b85 72068a4205ecc1f3 9ab2a76cbdb890d0 e8980260ee7bbf9d a83b0142a12e3f69 ed2e1c4ba1499b14 7d57569fae37af3c 3f98020d80bc44c8 9191db5ccabe44b8 fcf9389998d1475e 313b06e855cf70b0 85961f4a1ce4630b b7b483b8e71961fc 521cb3b3f975a072 e858873ede057ef2 ea5f552b5ad6a04e 2390ad208d77ef9b e6359e830e215142 ef3871a379f8c80e 0cd2acc6b43e027d 803f4d552b0c149e dc96e71999cebf95 b516ae034dd0ceb9 d820cf6d860309b0 b2f6ed60943b93ab 706ca4592aa54af4 7d21ee1566f421c9 06c4431c152c1b44 63cb5a3bca8e3e24 b148b710b6c45fef d8c6005701c81757 7f6f621f339892ae e5308dbf83af63ef 9665a0f4e0eae1fd 681cf9a2b327b30a f1e03530226f3462 286bb18746a463ad 1878f9f45c34339c 3d4d0f9369b05d60 91cac6cb20684f07 1bfc6125504cc43d ca4619c172bffc70 e09e869d2efb3e32 10231881607de820 19fdc68f248c15c0 376bccba3ee425d6
0PC1PTQe6YNgE2D1,43384e01dc190c2f 32e4a1fb9a58b8ce 707d320b8e7e75c0 db2b1da908fd6225 773a29b6decd83d3 76e6a6bc8b6a718a 193f9e34f6cbf60f 2af45bd6b50228fa 58b02c18b79774b4 221cf2b811964f3e 90bad1b3a67ae652 845b2fad8998b58f 45e53930f724f7a4 55d01e48e04a5504 4f800b3072ed5062 19129f922f2657d9 4f571cbbe655f544 5b5fe4db1d3d7143 9b8a8d794e008f03 36a278144acbf359 3f85100e022f5313 4aa253e70305fee4 ac7c8a1ab0f38e98 badb7d6513aac791 431eb9bbe3b60dc1 8dc9dae3dcf41b06 a5e3ef32c853f615 2fe30da694a674e7 c2e33150ee654664 2ade0638980220bf c78dd83e6b108c1a 7e1369a92722c438 16913e6bf5aca63e 39a41599f1e727e7 f84e09c073863276 0e7ef555930f95a9 d6a506cb09afe336 72b303919037530f eb0aeed39cce78ad e7e1511a2cfd464b f7ee5e08d0471dff 38151e08a119365e f62238530e02b47d e8ffb11f5f9136a1 8117f0d5569f046a 5c5337696e8c85fd 8d42808458e129cc 238421036e197d8e 418096ef1586cbaf b735bc1435b91a51
0REMYoSgs4ezzA2g,6451c81867eaec88 30677d8c24b3f76a 828d4768f8cecc6d e01f37b400f01a99 989454df1ab43299 330fd23980224b20 be37e0e2672d3222 0723707b1fe202fa 28abfb3eaec5b715 b71457df41d3a48d 257e1a9afc2268c9 0831f58c23381620 70368893064be4c5 b84ecb02cf253646 209b7a62ef1b10cb aaead6d98567963a dfc8c32cd93e6617 8bd058f0a673bc60 b0bffec5dee6c9a6 072c556cc21ba3dc 0a977040b0d75e3a 25a93d2c723bc193 347a1ec11be008c1 b15b35c97cf4d0e3 0802fd41ac44ac40 3abcce6302efe908 6292656f8fb936d7 d27ed454399cf53f a439d1117c8959db 73a07f969e23072d 677dcd904ace7909 958c719959546a33 c79e3863bc3a970a 92fa801754778c5f 450e407239284c0a 3fe52b04ae95b4e7 d4ed43fe7470d077 0d4124641238b372 de461faa45998c6a 62002f42a192ae41 a404203f2cda7eff 4ae5d946acf4a984 6a74863030b2baa8 0a6c422214946d72 b421aec1867a21d3 bbb5f1da6937e39f 085da7a99bab2bd3 584f367066b793d6 4ffa118515eaa644 62ae3fa5fcb15ac4
0RPlHpj6fkMpjLKI,3c09b00edf7feca3 1ca8937a359f1336 55f5d9129198bd7b 062dfddbdaf76bc0 45859ee64526402b 6080286da2f1a6fb 83c2ce3692b1049d 98882aeb1997462b 0d5b7a99853aeebc 8d18c32070179565 52bf179f0951c6a0 9fa0e4390c17b3e1 351401ae9a93b772 4953a7ceb80d0c7a a8bec54f368d2be5 12ad0c1e46fd2da5 4541d82f188196ad 8388d77a8396163e 9ae0d281a23992a8 e579df0ce02227b3 fe80e6d5862594c8 09c72072ef4497b7 e2c0c4a1e80a831f 9e84f799e6064c93 446bc16bc7ffc89c 8de5ce519182ef2a 3f7afbb0acd9201a 2293623cfc5fa80d bdadce24b452dc6c 4a78541b6e61a814 856025c18295426d 6d326a1af7459259 6a16fbc0975547e0 04a124e3bb15fc5e fe6301a3b3a3ae3a 57ac113247c60a8c 95990ea722ac6ba1 60c3bbc6fcc9574b f49a7c0abf22e1a0 b081921e47096e74 e631b658defe9ea4 6a002c01bef72151 fee9706cdc957809 491dfb76b82de5f3 86e2e8b422e6f18c 6f2af6bbb5125e7d 9e830df742164fdd ee6e01c93f2aa6d2 fdbb14d083486852 61863399c875800a
0VW8hlnBNMU5xegP,51e1c84f02b9ce42 947e413851b123b6 b6f40e3ea46ea185 3641049f5bd1da29 1319b5190dfc27d5 378eced11647c628 869a7ee8257c0c70 5e79d07de234c463 3817dde0804ad1b7 229525989097ca26 9d23e83a90dc0377 affed18846fe6b7f b170cc20c6fea731 faed66292a86344a 72551c2668da9c93 4e54a0d0d542323a 74d075e80b5f5f5a 97bd012396e70c12 2fb42b45eb198416 894eae4baf612cc1 b57e8c56bd0f4bab f3796dbcde61eeba 6a98e8d7ec15fac6 23257c1fbe5437c2 913ea43b52d90368 d55e5ceeb4a8f606 23f93db02732255a ce89b773c9974431 24815ee89d82bfd7 0f009f93589283f1 d6d78f9b61e204a9 080eca0168ef7c8a 6af312661802527a 2ac96d41c6531eb8 4035644c5c93b2f6 7b496af9088ccc07 200f35dfef1e2291 e71622e99103f4d0 a8815c33c25f6318 d1741b1af485dea9 581f62393128fbe9 3ef336e05bc47061 d16a99bb946aa13a 66e8fe6fac469d50 d86ca53b795da8bd da2e052f80f9bd5a 3a9c2000d5ba7040 36dd564f25194fe6 2c6bff2294b8de0d 0b8e56bb036d9655
0amOVcihAvqi5bZi,6d33a38efdf7aa19 5162d58a2241be9f f89ac7b7d1c41e7b b13d7d8fa986741d 19821a23aca5ff61 ef91e1fcf80c2b6c 8ccbe8977c7c0b3e fff3e3ea45e68e1d 86d8e259af2c8d45 6f833279c19b6e9a 95b97eac12023044 bb27e85f6798740a f2030d22e2d14588 3fd4fd1c14ecd159 74423bba25356133 164b12c4193f147c 2581691373a1b114 67a22b4484c27d08 543767368208f6cf 5043c93d88e186eb 1df54c30b03dbb98 2ac354d030655756 6c4033e4854be0e3 c86b028bdfe4410c e9c2a716d77f3c94 63059dc163b1f41f b70849e369f59f7d c7728201b123124d e18455a0dcc6c7a3 8e2f616ee309260f 0c7b207197b7d7b9 19a6b905f0af5cf8 cbdbf7e22b6b7105 86f273326c0a11b5 2a364df909b13530 c80b49616ceb425b 8f962669a4ce0d18 ce758d5255ebfa2c d1d052dfa655150b a055a651e87d2c72 7e8aba1c77f3a754 4b93f8e4662bf6ff ffd8da0d1b5f6e8c e7dc409b1804b6ee 54899ff87c3a6d64 780ee27e099686fe c005511984723fd8 1fb7dd2ec5bf20bd 6f7e31056ff9e02e 4beeee3b1d02714e
0bWcEBEtxW0BrYte,9161b41643c54272 6904b82693130277 14c8b92ab620bf1f 0858eb00755a1ab5 7f26b00acbc8465a 3da9670a022ccba0 0d193e045bda0936 f1848cd0b2f4d9e6 4849195dd4f6b18f 21799d9b02749559 8730a81848283775 9d6a5c1994547950 1c44df7a66573681 d8f6ce95b845424a 93ccaccd9ef1a81e a95477e1fc55057c d9729c6c4ffa0959 0093440cd621bfca abc6b542f19ead2b c6f52b711ed8c270 d8b895d30a0c9a98 9974b5a09971c1d5 da77b8928153bc24 663cfb5750ad4b6c 41dc85f385a1b761 2e84fb8e828aba15 db5fb4376cbf93ec f1b61d50b7f803b2 cb4b8d26cbba8b40 a74e7e021981bcb7 da8fe2e5cc8a128f afc51170f78a25dc 08a32b4a9ceae368 3ee04df9401c5947 c687daa5132625e6 d974b4f37ab05cdb 85acf02e6ab1970d bfa0ac52de573917 18895c9cce28f9d6 7bee7de04f322c42 06422cf7bb086e2b 56508fe5877a2c11 2498fb319dbee8e1 1487c8645bd0da2d 79bbfee14914d39a 7ef07759bfa4b899 69d4a1b136e1e1da bda268c7def35bbb 1dce9b416adb37e7 cb0a81886aec153d
0bss99ED1qtFS1Dl,7b33f3d6a5265745 9e6eab5fe5ab7e12 4050ba273c977569 5fc89b06fd553ac1 69cfde48ca09633f b1a617800f3f7c9d dbc75a9cd6e23797 816bed33be4c0595 015240a2c8b6723a d31626451c2b6eb8 0495d66ab731a9ff 54e2e548dbcfe234 72433b6e39a1ac6a a827ff5691e8c9f6 5d676f053d3298a8 540c9515396cae58 9cd6fc97c56d4501 9b30905772d0855b efb255bdd617d34c 96178d95b32cf64c aa6bebd6f6d7fa8d cf43821555378346 39ecdb4067f03c15 2d77ff1a532b6a81 47a4f5f667f53c39 bf95c8b477a1d55b 154f235e9fd9775a 8a20b6023a8d4405 7dabb9d56124f787 f36e8886af183803 8733d7085a4604ea ec49812f1f6b6901 17410b098c8c79ce 1e8f43a2b511e916 7209a1d2ebe9198c 904be8d9524aa760 e456bc98e2ec727b 00ed2622925f0c04 3662e946f704bf44 2d28725d561c6ce7 9dbbf60f92d706a4 46fe0d00b25f2cf7 6b6af212815bdb52 73a861322046caf9 ad89469e4a68d0bf bdf6b93538e3573f f7cab8bca1bae1bc 910eee2c95563fd8 f65b1fc37f404058 74367ef3a9cd37d1
0gOxGZ6XEgtEX8RX,57d03595cff5d479 d0e2692f2bfec5a5 4eea191e7390c93a a65c86e666b3258a 52236859f5a14542 9b876462a53d63b1 29cd5e907b96e2d4 0e645e591dc6e035 4134afcdacb85c94 a540c6dfb367de5d 39cdf681f4f1f176 b712200473551e0a f732525990c2eb6f f9f09fe619b5018f 8361c9fa8c571b7a 75e8a9038f7bf4cd a6c9c2edc9e1a9d0 89741f3801bb278d 5c2322b51a443490 10aebf9e85061673 46eded04284fe2ee 14dea1b9bfafe87f e09bacd1bed40609 09e2692eec3882a7 5b0a7a3c055538ee a8a1987572944c82 e50246747f8afa15 3a2951921175e4ef 2096f54076bfb7cf ff65f0422c833aa5 4415fa51313db13d ece9f857690eaa54 6a01e5a505ecedcc 6a31ef26b9cb17d9 ecca5381a9ec2b58 dc3d83c8dabb7e5c eb1b9a98528c8f86 eb2460505a4ac0a2 e0bb99daad215d67 92d04addf4d8e356 ae489a781fd13386 1992f978184bb0a4 14da3cb010fdb23a 128bd6c700028e1c fc9b317ec8c125ee 7256314d25e844a0 8bbaa5e66a9bfc30 6c0aacef7844eb3b abfc28b61c4fdc32 cb3a40935bad2166
0hSN651avx2MF37v,7f262cc2e9c6955c df688ac8874e8906 4f02d977ea8da1f2 34ae500340788c47 a3c8b0de9b7681da e71d79d15b6f7ba8 193abac48ef7310c 67def2b279ea97d4 2b479b48187c0495 dbca8eb6fef51c5d 4ffa03a0306e3231 558c496b5ddd226b ae4d310b7de871b7 c03acdd36704d347 3ca630f1e7d9f947 48f636ad41010feb 6d08b74889ff545d eda8725208b596fd fd862944dd562398 f23e055700be87d9 64ed7a8db403b755 7d3ea89b136efde5 e41e44f2cd03b36b 1df1305546116b59 4b1306242c27bb7c abcbb5c7c3ff3317 8b1d49a8750bd204 6905bfeb5a961886 b2d31c687bc12807 be46d58bbacc9ff1 ef687efb768b1b70 5a4e135d4af58c12 a65121ef5a98498d 1101d6b75d650244 0ca1149d4e04f4bf 82187b33508549dd c813f2583a38671f d5745b37b091a700 6ff25a762ad3c956 e536198529bbdb26 151345c51455ab81 ba4101b925a678c3 1d661f7f8a99ee32 bde6e4adf544e35d 7f203452390af33c d984131da620f757 05f7c1f949d84425 debcaf1b18d5ba10 573ce09891c3d7fd d2f1473350faccf4
