query_id,answer
0LomaIFLTgO5AAX9,6861cbb5c631c869 22e3649e1b63e34f d0e4506880817657 29eab5c89565c182 3290b415b83bc569 f6dee57f77558097 d83e8501e971c015 0222bb4c05032627 e0afec1ec2722852 d15feb874813bcc5 9655ad5d41266a0d 0dc9665700018e7f 8ef7ccb489a17e30 97b5b508486267ab 9a3d7a7e9ac63288 2e507a4b0f13d4da 50207dd46f67137a 8bc642dac28a47a5 b7a81e2a0fe8c5fe 1b80658798e4d9d2 15adc305940dee9c 8d348b9df58e56f6 33af644689b1d621 6c21da84212f1f70 5ab7bed165ff25ff 8e59d09cda83c05e 57d8106406bb7d3b 14b1206a3c757ac2 e1bfd544133196c9 36c01c1d0cb92912 d753081a0d6310ec a012d76060eb47b6 1a8caac0667f989e 016d861f2825cc40 1e129a62571aad21 8833cca1d9da088e b5b27d533c082179 b386ce31cbfb21e1 edd8211c0aac76fb 28ea7e7948eed645 0d785d70cfec269d 3e44d8ea6122c378 8f62d3b5ad0e72ea f45f1e3ef36dceb3 9283cff74607813b 68bd13067eb46e4a 7198622c905cfa2f 2809c8b900941eb2 df0b45227c951b7c fb3d9c5c65bf762a
0Mflm159FSXnIMGN,2f186579cf013cbb d92fa9fcf2785778 70b975c26706648c 6104666de0b4ba3d e1539036194e8ff4 fb65cd8599a72b9a cb8b303882f52a06 7e51c67d5debd8f4 5b19ee9105f587e4 cdd0422cffb53a5c b9ff53d7ed37bfa4 01d993f869b69521 34cf77de05017605 7c9a747ffb27eca6 2f41fd51b45203eb 74e1906922f0df53 e64038e4962e8ec3 d06466b628a824be f9c7961cef0a1f5e 2befc56e7db93bfa c7e4f73b8b954d38 57183a81529c0d35 c2e9caa83f4d67af de5f43f52cea02fa 177d2763147d49dd dd93bec048ab3bb6 53887da24b0309b1 40ad8ef37446a07f 56657642a12fcfbb 636b7b55919f6fd4 4104e3db6124a027 0df95a2f6e783aa3 0eebd3d6168c5cfd eb4568abfbef6c4a 497dac996b711a4d 09f0d1660be447a4 2e7aad5a16604709 dd46f99b93295ba9 6aaa7764fba50310 f1d111dc0a54a716 3253bef3209edfd2 28062f6bb0aa1998 f5813ff7abae17f5 c8091835864ad53a 0aec15b185d8f193 951de776de56c518 28ddaea6371a3c9a 6d9aa63dfdfdc6c5 a994947ce7f6ae96 b7b71762aa56832a
0NM1zN0GFc1EMWmS,fa55e79ccfaa08f7 f293790e0fc7498e 6b9790ddf18fdd18 6cfb08716abeed58 45751ba9f5ef2a7b b055b68db4a16a0f 450c596dd19a090f 6ff8491ea4490c77 1d6afb6ce81a9ee4 3b53a7ed81399fad 819fe7647608dfd8 61d0c4ed21e4cc5a a1eb37b90d1f9e93 97aca733c3d9c6c3 21eb972010552ed5 6f7c374c8c8257e6 09eedecfe986f358 4f40fb58d63b8fff f0163dabccdb33e8 c685995707448700 e66560f5571eb916 e1e7742444e5e147 81245782143e2996 30f696ddca06d493 27751d4b073f562f 08593e6cbaacbef1 8f913e791f9bc857 1fb45c931f514f7a 98470b1363922254 bc299b3c59626681 10bee1818a0883be 7cd2538c3aa1aeae 9dc3bd80978fa795 d157ef9235932fa4 e865d67765c25277 8673e52d7a10e87d 13466b849d2cb3eb 01bb8ec7985a5a62 d5db24cb6402e2fd 512a5effd89947bb 711a39c20122c4f1 b4b2f1c719823568 27bf184a8d37de6d de62708faf082815 a2590b48209b48ee 129210280f49835a fb02c86f97e162b8 ad875a13f9cac429 f53623a46636d9c4 fe77dd92bdcfa909
0OKxncUz7g1LNp5a,5783f507aac10833 9fba4f644467f967 bf2496e6ac80a827 e1ac322f8510547b e8980260ee7bbf9d 9191db5ccabe44b8 a83b0142a12e3f69 9ab2a76cbdb890d0 ed2e1c4ba1499b14 313b06e855cf70b0 ea5f552b5ad6a04e 521cb3b3f975a072 3f98020d80bc44c8 72068a4205ecc1f3 dc96e71999cebf95 26627129cb663b85 0cd2acc6b43e027d 2390ad208d77ef9b f1e03530226f3462 ef3871a379f8c80e 1bfc6125504cc43d 1878f9f45c34339c 7d57569fae37af3c 91cac6cb20684f07 85961f4a1ce4630b e09e869d2efb3e32 7d21ee1566f421c9 d8c6005701c81757 5e27d5bb904b7557 376bccba3ee425d6 b7b483b8e71961fc b516ae034dd0ceb9 286bb18746a463ad b148b710b6c45fef e858873ede057ef2 803f4d552b0c149e 681cf9a2b327b30a e9ce48131c27ea0e 659f6635e09bdb6f b2f6ed60943b93ab fcf9389998d1475e e6359e830e215142 d820cf6d860309b0 706ca4592aa54af4 06c4431c152c1b44 63cb5a3bca8e3e24 7f6f621f339892ae e5308dbf83af63ef 9665a0f4e0eae1fd 3d4d0f9369b05d60
0PC1PTQe6YNgE2D1,f174294225a5cd6b 19129f922f2657d9 32e4a1fb9a58b8ce 43384e01dc190c2f 221cf2b811964f3e 45e53930f724f7a4 db2b1da908fd6225 3f85100e022f5313 9240997ee0ee3b45 b655cb920181d6f6 a5e3ef32c853f615 c1a2e18487e8320e 707d320b8e7e75c0 90bad1b3a67ae652 ac7c8a1ab0f38e98 76e6a6bc8b6a718a 2af45bd6b50228fa 36a278144acbf359 8dc9dae3dcf41b06 f84e09c073863276 193f9e34f6cbf60f 5b5fe4db1d3d7143 c9c39e36a02a72f9 df5b0abd2a71e007 534939f6780c42c2 1c18bb3d7cda23cc 4f800b3072ed5062 562574e3d764e746 ef4dba3b5336c5da b76cf78e282c3d01 4aa253e70305fee4 8b5766c27fef6e6b 6c5ed97e4e010cb2 4f571cbbe655f544 63b4a8dfca2dc54d db3805394252f6fd 7fc5939d61928e30 a53b396abe10bb30 9630fd8ba9082adb 773a29b6decd83d3 58b02c18b79774b4 845b2fad8998b58f 55d01e48e04a5504 9b8a8d794e008f03 badb7d6513aac791 431eb9bbe3b60dc1 2fe30da694a674e7 c2e33150ee654664 2ade0638980220bf c78dd83e6b108c1a
0REMYoSgs4ezzA2g,828d4768f8cecc6d 209b7a62ef1b10cb b71457df41d3a48d 257e1a9afc2268c9 25a93d2c723bc193 989454df1ab43299 6451c81867eaec88 28abfb3eaec5b715 92fa801754778c5f be37e0e2672d3222 6292656f8fb936d7 3abcce6302efe908 0723707b1fe202fa 330fd23980224b20 8bd058f0a673bc60 072c556cc21ba3dc a439d1117c8959db e01f37b400f01a99 30677d8c24b3f76a 62002f42a192ae41 c79e3863bc3a970a 0a6c422214946d72 b84ecb02cf253646 0a977040b0d75e3a b421aec1867a21d3 4ffa118515eaa644 62ae3fa5fcb15ac4 0d4124641238b372 4ae5d946acf4a984 085da7a99bab2bd3 ccd3d5a3d98c1b63 0831f58c23381620 70368893064be4c5 dfc8c32cd93e6617 aaead6d98567963a 6a74863030b2baa8 b0bffec5dee6c9a6 ffa0a2535acbbcd0 0409ac80f3476c70 bbb5f1da6937e39f 347a1ec11be008c1 b15b35c97cf4d0e3 0802fd41ac44ac40 d27ed454399cf53f 73a07f969e23072d 677dcd904ace7909 958c719959546a33 450e407239284c0a 3fe52b04ae95b4e7 d4ed43fe7470d077
0RPlHpj6fkMpjLKI,3c09b00edf7feca3 1ca8937a359f1336 55f5d9129198bd7b 83c2ce3692b1049d 98882aeb1997462b 8de5ce519182ef2a 09c72072ef4497b7 351401ae9a93b772 4953a7ceb80d0c7a 0d5b7a99853aeebc 52bf179f0951c6a0 12ad0c1e46fd2da5 fe6301a3b3a3ae3a e40d48a692477c64 062dfddbdaf76bc0 4541d82f188196ad bdadce24b452dc6c 45859ee64526402b 8388d77a8396163e fe80e6d5862594c8 9ae0d281a23992a8 327d5aced7a6f291 446bc16bc7ffc89c 86e2e8b422e6f18c fee9706cdc957809 9e84f799e6064c93 6080286da2f1a6fb 42ae9f9d775bfbe1 e579df0ce02227b3 c2c233094611c17a 97fe18e7ff2eee0e a8bec54f368d2be5 107b3c81b2d87e65 4e745894edccad4c ea234e4422d664ff 143fa98822853740 0dc0885e1667b96a ba2e6af521467cbf 334d536286922859 bb55e7ddeaf5acc0 8d18c32070179565 9fa0e4390c17b3e1 e2c0c4a1e80a831f 3f7afbb0acd9201a 2293623cfc5fa80d 4a78541b6e61a814 856025c18295426d 6d326a1af7459259 6a16fbc0975547e0 04a124e3bb15fc5e
0VW8hlnBNMU5xegP,51e1c84f02b9ce42 229525989097ca26 378eced11647c628 869a7ee8257c0c70 3641049f5bd1da29 faed66292a86344a 1319b5190dfc27d5 3817dde0804ad1b7 affed18846fe6b7f b6f40e3ea46ea185 2fb42b45eb198416 72551c2668da9c93 5e79d07de234c463 74d075e80b5f5f5a 97bd012396e70c12 9d23e83a90dc0377 4e54a0d0d542323a 947e413851b123b6 b170cc20c6fea731 b57e8c56bd0f4bab 7b496af9088ccc07 894a2becc50e5eea d55e5ceeb4a8f606 16745c3ed8bb0569 23257c1fbe5437c2 6a98e8d7ec15fac6 c19dfb288e4bf3cc 894eae4baf612cc1 913ea43b52d90368 6d824aa1932c7bab 67fabad0c29a6c4f f3796dbcde61eeba ec4201d762a22ef5 48116645d7cd5245 750ebb6d7231d996 b13bb237d52e6e4f 4dcd71adc7b2902b 4cb520566b296d4b bdac8b7f4a729aac f287eb282e9a4844 23f93db02732255a ce89b773c9974431 24815ee89d82bfd7 0f009f93589283f1 d6d78f9b61e204a9 080eca0168ef7c8a 6af312661802527a 2ac96d41c6531eb8 4035644c5c93b2f6 200f35dfef1e2291
0amOVcihAvqi5bZi,6d33a38efdf7aa19 b13d7d8fa986741d 19821a23aca5ff61 5162d58a2241be9f f89ac7b7d1c41e7b fff3e3ea45e68e1d ef91e1fcf80c2b6c 8ccbe8977c7c0b3e bb27e85f6798740a 86d8e259af2c8d45 95b97eac12023044 5043c93d88e186eb 6f833279c19b6e9a f2030d22e2d14588 74423bba25356133 85bbdced4a8e52ab 8564470311930fb8 bf8f1288dd439641 60a6ebec8606840f b00d44be97b40ea3 9e9b149ab02f7b47 bd0cd191f308f582 41ec5af31478de19 6dd7209638fe20e2 61d4c77ecaa6b3b6 b3b37bdb9b8d40c9 67a22b4484c27d08 89adc6e8bf763086 e5e725f8ba9293b3 e1b88a916814b1fe a883531641895fb4 959cac13148909cb a7e3afceea0d87f3 f4b13bcd2a3e6ca3 2581691373a1b114 8c58afcd5a699e29 4e6efd790f4bde43 6e2ff21f577204aa d0393b1914042d59 318de4031377ae09 3fd4fd1c14ecd159 164b12c4193f147c 543767368208f6cf 1df54c30b03dbb98 2ac354d030655756 6c4033e4854be0e3 c86b028bdfe4410c e9c2a716d77f3c94 63059dc163b1f41f b70849e369f59f7d
0bWcEBEtxW0BrYte,56508fe5877a2c11 08a32b4a9ceae368 1dce9b416adb37e7 0858eb00755a1ab5 0d193e045bda0936 2498fb319dbee8e1 4849195dd4f6b18f 8730a81848283775 6904b82693130277 a95477e1fc55057c abc6b542f19ead2b 85acf02e6ab1970d da77b8928153bc24 c6f52b711ed8c270 6c8dd01417a7b484 d8b895d30a0c9a98 93ccaccd9ef1a81e 9161b41643c54272 d9729c6c4ffa0959 21799d9b02749559 9974b5a09971c1d5 d683ac1fd6484895 f1848cd0b2f4d9e6 db5fb4376cbf93ec f1b61d50b7f803b2 d974b4f37ab05cdb fbd8bb200c27c20d f04625c88604fdcd 41dc85f385a1b761 2e84fb8e828aba15 7f26b00acbc8465a e923b0b8fdb9f452 7bee7de04f322c42 14c8b92ab620bf1f 43e51a46681d4d36 afc51170f78a25dc 06422cf7bb086e2b 9d6a5c1994547950 bda268c7def35bbb 3da9670a022ccba0 1c44df7a66573681 d8f6ce95b845424a 0093440cd621bfca 663cfb5750ad4b6c cb4b8d26cbba8b40 a74e7e021981bcb7 da8fe2e5cc8a128f 3ee04df9401c5947 c687daa5132625e6 bfa0ac52de573917
0bss99ED1qtFS1Dl,9e6eab5fe5ab7e12 816bed33be4c0595 7b33f3d6a5265745 dbc75a9cd6e23797 0495d66ab731a9ff 5fc89b06fd553ac1 54e2e548dbcfe234 69cfde48ca09633f 72433b6e39a1ac6a 9cd6fc97c56d4501 2d77ff1a532b6a81 39ecdb4067f03c15 a827ff5691e8c9f6 bf95c8b477a1d55b f8280b643ff1bdd5 e456bc98e2ec727b ec428a0f8c9f8857 d4d7b627e6c1aa33 0cd11a89a4326463 153bc5ba89d5fb45 4050ba273c977569 734b18429374d16c 559ab757fcec25b7 d31626451c2b6eb8 b1a617800f3f7c9d f448eeee3ab1e1fc 995148469ac93b9b cf43821555378346 8ba04ebfa69041c4 efb255bdd617d34c 96178d95b32cf64c 015240a2c8b6723a 7a641be86f5d2fe1 540c9515396cae58 904be8d9524aa760 11ae4d1b31ebd7e2 47a4f5f667f53c39 910eee2c95563fd8 9b30905772d0855b 17410b098c8c79ce 5d676f053d3298a8 aa6bebd6f6d7fa8d 154f235e9fd9775a 8a20b6023a8d4405 7dabb9d56124f787 f36e8886af183803 8733d7085a4604ea ec49812f1f6b6901 1e8f43a2b511e916 7209a1d2ebe9198c
0gOxGZ6XEgtEX8RX,57d03595cff5d479 a65c86e666b3258a 52236859f5a14542 d0e2692f2bfec5a5 4eea191e7390c93a 29cd5e907b96e2d4 0e645e591dc6e035 9b876462a53d63b1 a540c6dfb367de5d f732525990c2eb6f 39cdf681f4f1f176 4134afcdacb85c94 b712200473551e0a f9f09fe619b5018f 8361c9fa8c571b7a 5c2322b51a443490 a6c9c2edc9e1a9d0 14dea1b9bfafe87f dc3d83c8dabb7e5c 3d263869baf8a0b1 e09bacd1bed40609 75e8a9038f7bf4cd e0bb99daad215d67 ff65f0422c833aa5 28897de168a89155 fd59a7102f75b682 5d76e773811152c5 adafb0ef66dd46d4 d0f6c951c228e9b4 4a99b4abc7645620 b6aba855668be992 15e9f93a911cad24 e78eca215ac9625a 89741f3801bb278d 5d9836591ca19174 984aaa4d8dedae32 f4f659ad8eef4ea5 3bed865988603612 65025e88d050f8da e9706d4a48812fa4 10aebf9e85061673 46eded04284fe2ee 09e2692eec3882a7 5b0a7a3c055538ee a8a1987572944c82 e50246747f8afa15 3a2951921175e4ef 2096f54076bfb7cf 4415fa51313db13d ece9f857690eaa54
0hSN651avx2MF37v,7f262cc2e9c6955c 193abac48ef7310c 34ae500340788c47 df688ac8874e8906 2b479b48187c0495 e71d79d15b6f7ba8 a3c8b0de9b7681da 4f02d977ea8da1f2 67def2b279ea97d4 558c496b5ddd226b 48f636ad41010feb 4ffa03a0306e3231 dbca8eb6fef51c5d ae4d310b7de871b7 3ca630f1e7d9f947 c03acdd36704d347 eda8725208b596fd 6d08b74889ff545d 63f30966631cf249 f1b18b94c2d46b7b fd862944dd562398 4e288e1a4bddaad6 f7ad02bba5989517 f23e055700be87d9 7d9069f2d6135622 70dc5335c5faf75b 63142d77d8efbeca acc4f4044fffa06d 6e4d90575a0cde5f 3aa6375f7b6c3138 646f6ae827d1b1ac 4e14ac083617e6c0 b3965083afe20150 dcc81a2f391c0f6d 92da71726fe7a688 48cd818c6799a3a2 2dfdba2b1dd46a3f 7de860920407bb3f bf337f724f819b56 4388c241b49b40c9 64ed7a8db403b755 7d3ea89b136efde5 e41e44f2cd03b36b 1df1305546116b59 4b1306242c27bb7c abcbb5c7c3ff3317 8b1d49a8750bd204 6905bfeb5a961886 b2d31c687bc12807 be46d58bbacc9ff1
